Time (min),Intensity
551.385,0.003072813550761059
555.469,0.0030674714348013204
559.553,0.0030623599981837563
563.637,0.0030820220435139895
567.721,0.003090452485884361
571.805,0.0030880831673338535
575.889,0.0030941826373965275
579.973,0.003121460861087387
584.057,0.0030997280232725466
588.141,0.003095050813025725
592.225,0.003094808087359817
596.309,0.0030984232169548724
600.393,0.0031143817658978116
604.477,0.0031080247139342793
608.561,0.0031002770685290976
612.644,0.003088273294771626
616.728,0.0030891993779871146
620.812,0.003127082552924307
624.896,0.0031279155518759943
628.98,0.003106256904923078
633.064,0.003158834396126771
637.148,0.003119210693100573
641.232,0.003140181791608526
645.316,0.003127920978516116
649.399,0.0031240437042184227
653.483,0.0031169869666761198
657.567,0.003133208511251399
661.651,0.0031086387550033393
665.735,0.003103732974316962
669.82,0.0031264273515041285
673.904,0.0030948772527718948
677.988,0.003109973927066713
682.072,0.003119456272423852
686.156,0.0031244837752983042
690.24,0.003127942442230122
694.324,0.0031335377847502097
698.408,0.0031071445758757625
702.492,0.0031281360589294166
706.577,0.0031326224119460496
710.661,0.0031143743005291355
714.745,0.0031450831624180125
718.829,0.003132394328680673
722.913,0.0031325468047360906
726.997,0.003126718677967724
731.081,0.0031355726564919867
735.165,0.0031519164910192373
739.25,0.003103171866210865
743.334,0.003156615345834512
747.418,0.003165147192046955
751.502,0.003146702648601817
755.586,0.0031364310204804913
759.67,0.0031731711110297104
763.754,0.0031724554107676103
767.839,0.00314932803483161
771.923,0.003176529119450558
776.007,0.003160928871018359
780.091,0.0031825737927095653
784.175,0.003189089704228434
788.26,0.003191005894479119
792.344,0.0031699028213383906
796.429,0.003182669133305843
800.513,0.0031883706057923965
804.597,0.0032218218146564132
808.681,0.003193007377002156
812.765,0.00321975895554385
816.85,0.0032199445546187548
820.934,0.0032172902689190895
825.018,0.003245827168147328
829.103,0.003235654895449558
833.187,0.0032684841990382224
837.271,0.0032421029549053355
841.355,0.003257712581162741
845.44,0.0032754371301262804
849.524,0.003232195441826216
853.609,0.003265489093739624
857.693,0.0032653310958734778
861.777,0.003257813941999132
865.861,0.0032852816329194544
869.946,0.003274051688235576
874.031,0.0032726022789123163
878.115,0.0032879919957946764
882.199,0.003281105100384513
886.283,0.0032653075553522493
890.368,0.0032590559025508273
894.452,0.0032509337310675968
898.537,0.00328641691072507
902.621,0.0032786658944249053
