q-vector,5 min,10 min,15 min,20 min,25 min,30 min,35 min,40 min,45 min,50 min,55 min,60 min,65 min,70 min,75 min,80 min,85 min,90 min,95 min,100 min,105 min,110 min,115 min,120 min,125 min,130 min,135 min,140 min,145 min,150 min,155 min,160 min,165 min,170 min,175 min,180 min,185 min,190 min,195 min,200 min,205 min,210 min,215 min,220 min,225 min,230 min,235 min
0.15254303,0.02623217,0.02739772,0.02769914,0.02725676,0.02789937,0.02424559,0.02619997,0.0254751,0.02703036,0.02556206,0.0239058,0.0264405,0.0274539,0.0283544,0.02682973,0.02421329,0.0288071,0.02584307,0.02886722,0.02495211,0.02755574,0.02478113,0.02420916,0.02550139,0.02650916,0.0274235,0.02511346,0.02480922,0.0252387,0.02643726,0.02560728,0.02806567,0.02541077,0.02640295,0.0244167,0.02827861,0.02595159,0.02879971,0.02777233,0.02758267,0.02426217,0.02520486,0.02452652,0.02425275,0.0248261,0.02800724,0.02626973
0.15567635,0.02597658,0.02664838,0.02590148,0.02867395,0.02618527,0.02721714,0.02721411,0.02670593,0.02640691,0.02522147,0.02329795,0.02487683,0.02419801,0.02712837,0.0256499,0.02397254,0.02642967,0.02652418,0.0286006,0.02752342,0.02547377,0.02594534,0.02635942,0.02487743,0.02608577,0.02739832,0.02683236,0.02446421,0.02763882,0.02591166,0.02666527,0.02653267,0.02682979,0.02676434,0.02546642,0.02725475,0.02735099,0.02533785,0.02736129,0.02467565,0.02444599,0.02497821,0.02663131,0.02631004,0.02553755,0.02480012,0.02699905
0.15913871,0.02752181,0.02782432,0.0248371,0.02758331,0.02781408,0.02654357,0.02958754,0.02627812,0.02618752,0.0291355,0.02491299,0.02613205,0.0284292,0.02705264,0.025975,0.02695382,0.02784961,0.02720693,0.02738776,0.02680607,0.02620083,0.0266427,0.02508019,0.02620651,0.027245,0.02677724,0.02682646,0.02453543,0.0286371,0.02556933,0.0269491,0.02736737,0.02706109,0.02608579,0.02682072,0.02876267,0.02770508,0.02553737,0.02683199,0.02640644,0.02496417,0.02470301,0.0265136,0.02506937,0.02723809,0.02813037,0.02521029
0.16228163,0.02567749,0.02713873,0.02662694,0.02663138,0.03007276,0.02602564,0.02779027,0.0274924,0.0256196,0.02640276,0.02592884,0.0265633,0.0255869,0.02693155,0.02683279,0.0266092,0.0286646,0.0264063,0.02856475,0.02393991,0.02601989,0.02761259,0.0256902,0.02516189,0.0266545,0.02714315,0.02588419,0.02580635,0.02465901,0.02775458,0.02517329,0.02616365,0.02492336,0.02721356,0.0253027,0.02504216,0.02672592,0.02683411,0.0279424,0.02599869,0.02742218,0.02589653,0.02571794,0.02522983,0.0251819,0.02575098,0.02850637
0.16570403,0.02494376,0.02629263,0.02770348,0.02564504,0.02589065,0.02482263,0.02763652,0.02588274,0.02567093,0.02618357,0.02446719,0.02525633,0.02601083,0.02622688,0.02542176,0.02487063,0.02786959,0.02584077,0.02751622,0.0241805,0.02720915,0.02475893,0.02715936,0.02507312,0.02668467,0.02506617,0.02439552,0.02535387,0.02751769,0.02511976,0.02459255,0.02531258,0.02524041,0.02688232,0.02584864,0.02630571,0.02617362,0.02508929,0.02683649,0.02464337,0.02507131,0.02454226,0.02435696,0.02522326,0.02436363,0.02589223,0.03041258
0.16913237,0.02743853,0.02816382,0.02741567,0.02577817,0.02784857,0.02659867,0.02798434,0.02576709,0.02721221,0.02558378,0.02421383,0.02805329,0.02734729,0.02947259,0.02882432,0.02527271,0.02654823,0.02727563,0.0284421,0.02698787,0.02549607,0.02724712,0.02721655,0.02678179,0.02797254,0.0271567,0.02650325,0.02646713,0.02518947,0.02770851,0.02604588,0.02686739,0.02658322,0.02790661,0.0238614,0.02764482,0.02818679,0.02689066,0.0274925,0.02639364,0.02716775,0.02545421,0.02652124,0.02468208,0.02485955,0.02688726,0.02605533
0.17250436,0.02591365,0.02662391,0.02667141,0.02416425,0.02514921,0.02616631,0.02586107,0.0269505,0.02514928,0.02277571,0.02349312,0.02516241,0.02580121,0.02666519,0.02528007,0.02273295,0.02721908,0.02647185,0.02575058,0.02439608,0.02566437,0.0229322,0.0264722,0.02571336,0.02520534,0.02431077,0.02595791,0.02468799,0.02757849,0.02518032,0.02576566,0.02416426,0.02577068,0.02539203,0.02713015,0.0260174,0.02652022,0.02282779,0.02551235,0.02690165,0.02496265,0.02615851,0.02348022,0.02524564,0.02489034,0.02489311,0.02772387
0.17621264,0.02775537,0.02768358,0.02481529,0.02622593,0.02588457,0.02595433,0.02576686,0.02434847,0.02662094,0.02529495,0.0250299,0.02652128,0.02661333,0.02659872,0.02397582,0.0244017,0.02812445,0.0265808,0.0274589,0.02398265,0.02399375,0.02360614,0.02642193,0.0266376,0.02513933,0.02495901,0.02639263,0.02558386,0.02729322,0.02667505,0.02619856,0.02620928,0.02597817,0.02584552,0.02646578,0.02668625,0.02567554,0.02623204,0.02643021,0.02685809,0.02590333,0.02576973,0.02650969,0.02652822,0.02637638,0.02515524,0.02770613
0.17975239,0.02691169,0.02715314,0.02619591,0.02674692,0.02514773,0.02430621,0.02677425,0.02402581,0.02669002,0.02422014,0.02650306,0.02574022,0.02425563,0.02653745,0.02607317,0.02453566,0.0260667,0.02511127,0.02672807,0.024548,0.02457994,0.02589694,0.02575734,0.02634053,0.02485437,0.0241653,0.02687958,0.0249724,0.02616445,0.02712595,0.02615197,0.02577298,0.02830538,0.02648218,0.02444147,0.0250603,0.02507073,0.02484362,0.02537713,0.02502859,0.02473359,0.02492904,0.02590773,0.02608841,0.02519542,0.02542301,0.02325672
0.18330199,0.02568525,0.02737736,0.02596031,0.02499203,0.026658,0.02646388,0.02770747,0.02434897,0.02595897,0.02633571,0.02399164,0.02529079,0.02677353,0.0259279,0.02664017,0.02416718,0.02592978,0.02589222,0.02708167,0.02589059,0.02629986,0.02563751,0.02556472,0.02489339,0.02566135,0.02584746,0.02520271,0.02546572,0.02578266,0.02661104,0.02554997,0.02596099,0.02589533,0.02676382,0.02543958,0.0274486,0.02595269,0.02557108,0.02685665,0.02529358,0.02569867,0.02364773,0.02620949,0.02587045,0.02600559,0.02566578,0.02765228
0.18720883,0.02552153,0.02520291,0.02525938,0.02589512,0.02827304,0.02526775,0.02773457,0.02690549,0.02620747,0.02434146,0.02571869,0.0239579,0.02732719,0.02498883,0.02405387,0.02432584,0.02723777,0.02638595,0.02688833,0.02465298,0.02510716,0.02690106,0.0244522,0.02530443,0.02741488,0.02414894,0.02735423,0.02338777,0.02638971,0.02476146,0.02633597,0.02661157,0.02696365,0.02577984,0.02617952,0.02689571,0.02684553,0.02480935,0.02849238,0.02674455,0.02370193,0.02521862,0.02527929,0.02664183,0.02535489,0.02544062,0.03126468
0.19105745,0.02547433,0.02688778,0.02579229,0.02616193,0.02572769,0.02727043,0.02591126,0.02483405,0.02553744,0.0240387,0.02487351,0.02584395,0.02602722,0.0263969,0.02644608,0.02607028,0.02745028,0.02684664,0.02601944,0.02497737,0.02451609,0.02560733,0.02605481,0.02549035,0.02541341,0.02575381,0.02469789,0.02490636,0.02523415,0.02576007,0.02701515,0.02539819,0.02643427,0.02654515,0.02464057,0.02487148,0.02549267,0.02514681,0.02733671,0.02449795,0.02533033,0.02533834,0.02498046,0.02622299,0.02576637,0.02601733,0.02704179
0.19479972,0.0272063,0.02661717,0.02604018,0.02421693,0.02526082,0.02502752,0.02677213,0.0258108,0.0264774,0.02352157,0.02538316,0.02528631,0.02642439,0.02564891,0.02605431,0.0230434,0.02530579,0.025633,0.02588107,0.02392733,0.02746508,0.02455136,0.02491016,0.02457603,0.02517223,0.02454267,0.02625752,0.02382951,0.0259122,0.02451172,0.02623649,0.02570099,0.02450256,0.02663802,0.02551008,0.02768775,0.02488722,0.02622087,0.02703486,0.02502079,0.02557807,0.02577481,0.02507719,0.02688503,0.0262425,0.02513442,0.02620669
0.19880752,0.02572718,0.02749352,0.02473417,0.02563477,0.02565661,0.02550124,0.02636382,0.02582251,0.02557555,0.02573237,0.02395954,0.0257681,0.02627898,0.02477669,0.02509248,0.02466076,0.02546431,0.02465396,0.02443321,0.02510601,0.02573822,0.02540928,0.02590706,0.02415397,0.02398447,0.02574204,0.02519826,0.02441209,0.02582727,0.02414139,0.02476159,0.02476751,0.02474109,0.02662554,0.02289361,0.02608813,0.02496244,0.02538595,0.02572396,0.02512529,0.02401228,0.02445747,0.0240636,0.0243299,0.0241772,0.02544663,0.02597476
0.20288866,0.02679791,0.02709068,0.02418845,0.02436276,0.02543481,0.02590681,0.02506501,0.02486547,0.02459586,0.02473374,0.02298111,0.02485289,0.02569164,0.0262453,0.02519891,0.02412235,0.02590604,0.02757306,0.02623136,0.02718708,0.02404163,0.02464278,0.02462713,0.02536702,0.02429945,0.02496309,0.0265278,0.02367947,0.02551525,0.0252331,0.02451291,0.02429655,0.0265598,0.02581442,0.02318554,0.02524913,0.02627066,0.02497915,0.02643558,0.02407629,0.02539686,0.02412527,0.02504275,0.02372395,0.02493209,0.02593992,0.02766254
0.20691297,0.02654185,0.02613063,0.02550571,0.02504188,0.02318705,0.02545887,0.02654884,0.02380265,0.02684287,0.0243586,0.02292632,0.02451432,0.02586277,0.02700119,0.02421977,0.02531526,0.02518842,0.02507158,0.02665075,0.02435206,0.02428007,0.02454841,0.02561881,0.02574018,0.02765007,0.02374689,0.02503934,0.02462633,0.02564057,0.02443552,0.02597318,0.02589438,0.02486378,0.02640831,0.02440029,0.02504108,0.02549858,0.02580663,0.02686629,0.02380485,0.02563226,0.02520387,0.02350887,0.0250242,0.02427398,0.02486674,0.03020855
0.21094295,0.02691837,0.02633719,0.02559008,0.02464859,0.02516898,0.02428372,0.02672707,0.02445682,0.02519482,0.02548523,0.02388046,0.02460392,0.0260507,0.02823513,0.02632381,0.02513565,0.02608453,0.02573315,0.02618312,0.0260272,0.02493442,0.02487221,0.02561502,0.02551521,0.02609034,0.02404231,0.02537863,0.02570103,0.0257447,0.02656667,0.02472483,0.02599198,0.02694889,0.02670464,0.02451599,0.02604458,0.02513532,0.0254778,0.02694858,0.02575491,0.02622337,0.02546158,0.02583031,0.02689754,0.02459028,0.02442115,0.02652745
0.21525846,0.02550318,0.02638199,0.02584421,0.02502522,0.02594767,0.0251014,0.02386955,0.02410294,0.02532205,0.025672,0.02289258,0.02437948,0.02699152,0.02566686,0.0264138,0.0242237,0.02542831,0.02609777,0.02569058,0.02399606,0.02355847,0.0236344,0.02427975,0.0236684,0.02606402,0.02297102,0.02534984,0.025327,0.02512718,0.02523504,0.02674994,0.02425776,0.02568526,0.02544975,0.02398683,0.02696751,0.02545192,0.0256562,0.02612802,0.02327056,0.02381186,0.02421663,0.02478228,0.02519255,0.02485674,0.0242174,0.02533906
0.21970868,0.02536542,0.02469227,0.02493589,0.02495437,0.02564702,0.02336906,0.02564516,0.02335808,0.02509579,0.02503268,0.02399944,0.02351941,0.02487702,0.02588224,0.02474368,0.02341356,0.02655903,0.02564886,0.0247776,0.02372534,0.02457768,0.02570674,0.02505639,0.02464039,0.02500649,0.02439088,0.02491589,0.02350157,0.02514348,0.02453544,0.02679985,0.02521438,0.02556236,0.02640972,0.02545337,0.02586258,0.02419549,0.02560615,0.02612037,0.02581009,0.02354262,0.02367549,0.0249703,0.02541884,0.02534648,0.02357897,0.02651748
0.22411345,0.02606061,0.02499693,0.02427953,0.0245822,0.02694093,0.02599042,0.02632503,0.02511057,0.02621948,0.02451859,0.02309129,0.02458036,0.02521936,0.0251536,0.02450157,0.02456167,0.02468798,0.02458707,0.0251473,0.02447284,0.02691202,0.02383313,0.02591857,0.0244445,0.02481222,0.02465707,0.02691319,0.02530428,0.02535,0.0233171,0.02406008,0.02312362,0.0253461,0.02356978,0.0237374,0.02536763,0.02435492,0.02408593,0.0263628,0.02489792,0.0251058,0.02352809,0.02446171,0.02367745,0.02525992,0.02367875,0.02491719
0.22851403,0.02491076,0.02467021,0.02450606,0.02496572,0.02539438,0.02253028,0.02548577,0.02548559,0.02546789,0.02448581,0.02333323,0.0252458,0.02565654,0.02556978,0.02472409,0.02164799,0.02433354,0.02582042,0.02466575,0.02509236,0.02583772,0.02588513,0.02577323,0.02379246,0.02498385,0.0240831,0.02476031,0.02414237,0.02546644,0.02561003,0.02506127,0.02420964,0.02565422,0.02630759,0.02316822,0.02545853,0.02687862,0.02440487,0.02725522,0.02406117,0.02439064,0.02356635,0.02421024,0.02521505,0.02529522,0.02473077,0.0275019
0.23300131,0.02579938,0.02556633,0.02411011,0.02488703,0.02453583,0.02476736,0.02569901,0.023505,0.02449698,0.0240305,0.02239585,0.02555127,0.02405233,0.02370764,0.02588816,0.02276933,0.0249016,0.02452725,0.02566439,0.02411046,0.0252953,0.02400469,0.0247335,0.02304243,0.0249459,0.0243016,0.02406859,0.02373845,0.02511,0.02551757,0.02419871,0.02403887,0.02569928,0.02583687,0.02392463,0.02452753,0.02563661,0.0242133,0.02428382,0.02495724,0.0244295,0.02382271,0.02427348,0.02394574,0.02396281,0.02430637,0.02486792
0.2377055,0.02484112,0.0248217,0.02473381,0.02495673,0.02447432,0.02533142,0.02482597,0.02349337,0.02463594,0.02403947,0.02365803,0.02573115,0.02472085,0.02443945,0.02435577,0.02275016,0.02535554,0.0255915,0.02609223,0.02479776,0.02489508,0.02387438,0.02568238,0.02247789,0.0250582,0.02461637,0.02456932,0.02461151,0.02388501,0.02512551,0.02333406,0.02489042,0.02680514,0.02411152,0.02441573,0.0253217,0.02382161,0.02452607,0.02513493,0.02369263,0.02503818,0.02480565,0.02343785,0.02536424,0.02342384,0.0247997,0.0278074
0.24251952,0.02462337,0.02343545,0.02669566,0.02544207,0.02503498,0.02397623,0.0246277,0.02379244,0.02425533,0.02277212,0.0240018,0.02339508,0.02436129,0.0243434,0.02331728,0.02259093,0.02424781,0.02554848,0.0264143,0.02337034,0.02346536,0.02425491,0.02525555,0.02331466,0.02457998,0.02433043,0.02524509,0.02399117,0.02667885,0.02450485,0.02339986,0.02363211,0.02456723,0.02466818,0.0242351,0.02441907,0.02429256,0.02458797,0.02518321,0.02396059,0.02284315,0.02444691,0.02439044,0.02428978,0.02333458,0.02404054,0.0230133
0.24739505,0.02559344,0.02549842,0.0250652,0.02500614,0.02517321,0.02470595,0.02431111,0.02379201,0.02353592,0.02492514,0.02366271,0.02519976,0.02493719,0.0245508,0.02562515,0.02235718,0.02550387,0.02443096,0.0270718,0.0234272,0.02412154,0.02439788,0.02483206,0.02383194,0.02472218,0.02423572,0.02508137,0.02339021,0.02479719,0.02446025,0.0254425,0.02469529,0.02436,0.02397421,0.02386412,0.02432228,0.02582653,0.02510223,0.02506725,0.02499946,0.02371809,0.02379975,0.02491945,0.02440016,0.02493212,0.02436836,0.02649814
0.25233626,0.02459023,0.02652025,0.02481925,0.02470785,0.02651168,0.02395066,0.02515826,0.02332398,0.02381188,0.02492618,0.02415127,0.02433968,0.02464834,0.02515259,0.02440454,0.02295948,0.02537044,0.02542093,0.02475559,0.02457153,0.02348533,0.02366928,0.02451732,0.02294676,0.02428064,0.02417926,0.02614476,0.02295443,0.02558132,0.02444048,0.0245264,0.02410986,0.02518761,0.02540973,0.02330815,0.02439268,0.02332898,0.02411953,0.02532937,0.02392817,0.02388198,0.0237018,0.02376922,0.02551281,0.02349108,0.02437711,0.02596414
0.25734875,0.0250684,0.02463454,0.02423077,0.02361065,0.02485041,0.0238745,0.02460079,0.02524599,0.02544663,0.02514782,0.02300136,0.02528534,0.02461398,0.02590253,0.02473319,0.02418497,0.02597906,0.02499391,0.0254879,0.02448509,0.02414874,0.02362252,0.02460311,0.02458375,0.02509505,0.0248562,0.02458711,0.02419067,0.02607542,0.02419078,0.02435695,0.02560108,0.0251349,0.0259216,0.02379937,0.02578699,0.02531682,0.02447413,0.02697084,0.02426408,0.02452686,0.0252292,0.02331108,0.02409288,0.02325666,0.0255143,0.02269933
0.26242282,0.02458686,0.02432886,0.02552251,0.02448991,0.02360063,0.02306158,0.0240663,0.02287064,0.02334557,0.02370314,0.02234687,0.02382275,0.02318397,0.02415579,0.02334566,0.02226104,0.02540147,0.02403959,0.02473408,0.02407913,0.02333989,0.02306533,0.02487478,0.02367219,0.0242625,0.02285001,0.02455125,0.02272613,0.02465752,0.02331461,0.02443527,0.02383394,0.0246776,0.02418759,0.02386355,0.02478747,0.02489653,0.02441425,0.02439992,0.02284024,0.02303881,0.02326363,0.0240457,0.02284947,0.02300243,0.02423243,0.02581196
0.26763532,0.02568574,0.02535156,0.02478131,0.02357798,0.02426798,0.02333427,0.02508141,0.02393487,0.02432423,0.02305092,0.02240527,0.02484121,0.02447155,0.02304501,0.0232011,0.02313461,0.02417591,0.02433125,0.02519117,0.02344506,0.02423035,0.02347289,0.02342223,0.02432269,0.02469762,0.02504795,0.02379134,0.02342348,0.0245568,0.02362977,0.02351633,0.02292155,0.02489315,0.02456624,0.0225435,0.02485243,0.02369749,0.02276049,0.02466139,0.02363104,0.02355935,0.02311285,0.02324595,0.02417366,0.02351329,0.0262064,0.0272639
0.27294547,0.02572792,0.02434307,0.02472411,0.0240471,0.02426278,0.0237026,0.02376774,0.02452939,0.02407367,0.02384552,0.02355823,0.02433644,0.02458998,0.02410501,0.02356566,0.02245439,0.02522454,0.02498342,0.02600921,0.02542736,0.02414808,0.0236647,0.02515719,0.02509267,0.02503616,0.02440608,0.02457569,0.02308802,0.02474454,0.02449223,0.02416186,0.02336733,0.02604789,0.02397011,0.02394293,0.02602878,0.02382457,0.02463085,0.0252355,0.02312851,0.02490219,0.02450364,0.02514097,0.02461223,0.02479935,0.02447371,0.02512069
0.27831453,0.024551,0.02541754,0.02533357,0.02383589,0.02487768,0.02386355,0.02443863,0.02350746,0.02334988,0.02464547,0.02249432,0.02509761,0.02444897,0.02585397,0.02430712,0.02297755,0.02565872,0.02435082,0.026085,0.02323484,0.02357311,0.02346723,0.02545821,0.02369433,0.0244405,0.02503172,0.024465,0.0236817,0.02488093,0.02327833,0.02532369,0.02511734,0.02462423,0.02505718,0.02364983,0.02484371,0.02509736,0.02436422,0.02399251,0.02396758,0.02420445,0.02423731,0.0242053,0.02461509,0.02436697,0.02344213,0.02564271
0.2838056,0.02530074,0.0233991,0.02445343,0.02298178,0.02426879,0.02194745,0.02522542,0.02387739,0.02426921,0.02349989,0.0230494,0.02426907,0.02355702,0.02402591,0.02340247,0.02359669,0.02484875,0.02477093,0.02457973,0.02448757,0.02337936,0.02319409,0.02397322,0.02344115,0.02409879,0.02372768,0.02437723,0.02417825,0.02530597,0.02359179,0.02461611,0.02320538,0.02511675,0.02515708,0.02322452,0.02432488,0.02506477,0.02334677,0.02442281,0.02428664,0.02355803,0.02383673,0.02493502,0.02422678,0.02323957,0.02303394,0.02408946
0.28943161,0.02440425,0.02469141,0.0250708,0.02397814,0.0243497,0.02427091,0.02436498,0.02341421,0.02403503,0.0228561,0.02301468,0.02371809,0.02287099,0.02394867,0.02354125,0.02312886,0.0231719,0.02401476,0.02477069,0.02359836,0.02306051,0.02263164,0.02482027,0.02337826,0.02343824,0.02356038,0.02448449,0.02270144,0.02448676,0.0230004,0.02411656,0.0239689,0.0233905,0.02459057,0.02305568,0.02526925,0.02443799,0.0234863,0.02376811,0.02332196,0.02456621,0.02337917,0.02251286,0.02295162,0.02387869,0.02349824,0.02633998
0.29513404,0.02470636,0.02497613,0.02409266,0.02403424,0.02391677,0.02426034,0.02348996,0.02278497,0.02352241,0.02303752,0.02202232,0.0222348,0.02443727,0.02477721,0.02412226,0.02179714,0.02398773,0.02436442,0.02472948,0.02418562,0.02316247,0.0237564,0.02460307,0.02239393,0.02439195,0.02335439,0.02381911,0.02335566,0.02503322,0.02352955,0.02447945,0.02386756,0.02445299,0.02445651,0.02303638,0.02426491,0.0245516,0.02252953,0.02460859,0.02398982,0.02443381,0.02334478,0.02196823,0.02305883,0.02328674,0.02358133,0.0244038
0.30096581,0.0243944,0.02370786,0.02359446,0.0236188,0.02389083,0.02269226,0.023745,0.02308473,0.02316103,0.02247122,0.02331107,0.02315386,0.0234148,0.02372812,0.02243654,0.02196128,0.02413333,0.02410726,0.02466765,0.02252013,0.02329352,0.02315508,0.02363688,0.02238708,0.0243168,0.0237243,0.02509202,0.02194843,0.0254313,0.02334201,0.02326779,0.0219452,0.02511427,0.02309779,0.02259781,0.02382482,0.0232194,0.02317891,0.02393553,0.02286621,0.02347498,0.02262057,0.02289615,0.02347196,0.02321305,0.02387486,0.02257964
0.30690875,0.02465296,0.02355544,0.02300577,0.02394349,0.02371123,0.02351096,0.02454466,0.02302104,0.02412209,0.02343155,0.0223833,0.02384998,0.02392935,0.023272,0.02311836,0.02312289,0.02397594,0.02353506,0.02537312,0.02340517,0.02383384,0.02302185,0.02367502,0.02347481,0.02414046,0.02355381,0.02391771,0.02359332,0.02495489,0.02303361,0.02447917,0.02270572,0.02413835,0.02360546,0.02380881,0.02437561,0.02409922,0.02332604,0.02553325,0.02316115,0.02305677,0.02428734,0.02221417,0.02342288,0.02263366,0.02392839,0.02360698
0.31290454,0.02448268,0.02426654,0.02450825,0.02333221,0.02432123,0.023579,0.02307108,0.02320404,0.0226689,0.02308276,0.02231276,0.02334596,0.02301163,0.02424733,0.02332291,0.02283598,0.02438961,0.02473246,0.02441966,0.02358787,0.02295639,0.02436804,0.0239837,0.02322015,0.02449181,0.02272108,0.02323595,0.02286543,0.02415891,0.02306938,0.02360702,0.02264043,0.02451303,0.02451537,0.02313081,0.02316381,0.02407902,0.02421103,0.02378923,0.02349788,0.02278403,0.02342379,0.02412134,0.02344363,0.02235721,0.02442126,0.02433403
0.31903223,0.02322891,0.02448875,0.02275766,0.02248346,0.02293103,0.02287297,0.02302576,0.02352299,0.02343003,0.02310337,0.02189844,0.02263021,0.02268786,0.02423686,0.02276722,0.02241886,0.02276847,0.0237688,0.02467794,0.02398215,0.0235452,0.02329149,0.02311481,0.02249799,0.02367092,0.02318072,0.02376657,0.02228741,0.02357648,0.02427526,0.02279789,0.02295359,0.0234933,0.02328982,0.02263375,0.02385908,0.02422312,0.02363495,0.02389838,0.02394925,0.0231164,0.02322716,0.02222825,0.02259085,0.02321075,0.02297872,0.02467037
0.32528885,0.02299057,0.02353538,0.02348121,0.02241538,0.0239955,0.02218141,0.02369816,0.02239628,0.02238836,0.02255126,0.02093986,0.02333521,0.02323409,0.02341697,0.02283717,0.02193802,0.02322477,0.0239027,0.02377944,0.02278459,0.02360934,0.02180227,0.02440116,0.02223238,0.02295086,0.02285593,0.02367009,0.02217509,0.02324804,0.0221502,0.02316186,0.02298463,0.023853,0.02363386,0.02352479,0.0239282,0.02297719,0.02279887,0.02424049,0.02373232,0.02368683,0.02285326,0.02205145,0.02311859,0.02268898,0.02236849,0.02355846
0.33159094,0.02315576,0.02351476,0.02251862,0.02219127,0.02300581,0.02269772,0.02321392,0.0222664,0.0223484,0.02261517,0.02160015,0.02313206,0.02288846,0.02340255,0.02270875,0.0203083,0.02245442,0.02293504,0.02308065,0.02227441,0.02242281,0.02333165,0.02220967,0.02231573,0.02197735,0.02202228,0.02326952,0.02176937,0.02219697,0.0226762,0.02259699,0.0225097,0.0235542,0.02283746,0.0210034,0.02297265,0.02374,0.02246986,0.02370153,0.02180254,0.02231693,0.02216354,0.02263629,0.02196312,0.02202192,0.02244842,0.02588228
0.33800642,0.02451628,0.0239788,0.02265922,0.02280491,0.0235063,0.022182,0.02315207,0.0217017,0.02346473,0.02269169,0.02117549,0.02148292,0.02289297,0.02396277,0.02323484,0.0221587,0.02376217,0.02329283,0.02346349,0.02295403,0.0232157,0.02267024,0.02364074,0.02258774,0.02284613,0.02253591,0.0234164,0.02246419,0.02316645,0.02304978,0.02196595,0.0227077,0.02368375,0.0231994,0.0227737,0.02420111,0.02340954,0.02315188,0.02444783,0.02283453,0.02293875,0.02267192,0.02188257,0.0233784,0.02234832,0.02199438,0.02528644
0.34467118,0.02364388,0.02337539,0.02327575,0.02265265,0.02363355,0.02214127,0.02289559,0.02247401,0.02240324,0.02215854,0.02122758,0.02417192,0.02294276,0.02355125,0.02205628,0.02064811,0.02301106,0.02355486,0.02341706,0.02241442,0.02301285,0.02228916,0.02364639,0.02236303,0.02259107,0.02276503,0.02366808,0.02185784,0.02387815,0.02334509,0.02237018,0.02225158,0.02380109,0.02364172,0.02315008,0.02363384,0.02354739,0.02281483,0.02361839,0.0227092,0.02280796,0.02275973,0.02313558,0.02316586,0.02266475,0.0226903,0.02464558
0.35149701,0.02326138,0.02223386,0.02237245,0.02225601,0.0238732,0.02235467,0.02291065,0.0230534,0.02306646,0.02203408,0.02067491,0.02265717,0.02278272,0.02303296,0.02189248,0.02187706,0.02223895,0.02290992,0.02345516,0.02235021,0.02166448,0.02275147,0.02286749,0.02243593,0.02236048,0.02179109,0.0223245,0.02174317,0.0243899,0.0224577,0.02272639,0.0232597,0.02332521,0.02276949,0.02227775,0.02301039,0.02337499,0.02240088,0.02261299,0.02257748,0.02295348,0.02248176,0.02217233,0.02277952,0.02128703,0.02310611,0.02348235
0.35836904,0.02217732,0.02151212,0.02267502,0.02232013,0.02231552,0.02251422,0.02134237,0.02237979,0.02204138,0.02259523,0.02186051,0.02316721,0.02274511,0.02297309,0.02224366,0.02100954,0.02243917,0.02316616,0.02298527,0.02263502,0.02312097,0.02197372,0.02220167,0.02199429,0.02326381,0.02155436,0.02278623,0.0216702,0.02260421,0.02271462,0.02239752,0.02273731,0.02223271,0.02312864,0.0224284,0.02278832,0.02335602,0.02222774,0.02326201,0.02281159,0.0213829,0.0226975,0.02204089,0.02143533,0.02260783,0.02142194,0.02278348
0.36528824,0.02287715,0.02326364,0.02295358,0.02240174,0.02312588,0.02237099,0.02275282,0.02228621,0.02321668,0.02304346,0.02171636,0.02190488,0.02331114,0.02318792,0.02314577,0.02095908,0.02401519,0.0227997,0.02331043,0.0218337,0.02296151,0.02178437,0.02313563,0.02187368,0.0227111,0.02206273,0.02248683,0.02252005,0.02356399,0.0221725,0.02221788,0.02352608,0.02329633,0.02421645,0.02099592,0.02427598,0.02378104,0.02213244,0.02415598,0.02221312,0.02215214,0.02305388,0.02180175,0.02261688,0.02265916,0.02250612,0.02501201
0.37243356,0.02296643,0.02247995,0.0232653,0.02325527,0.02257603,0.02268594,0.0229602,0.0222709,0.02360594,0.0216028,0.02221254,0.02268716,0.02301872,0.02289288,0.02383163,0.02175074,0.0238248,0.02412585,0.02405595,0.02245409,0.02443464,0.02251615,0.02354013,0.02242831,0.02239696,0.02303581,0.02269338,0.02140439,0.02272288,0.02332382,0.02417921,0.022751,0.02406127,0.02368375,0.02226194,0.02381413,0.02278989,0.02327077,0.02391226,0.02321875,0.02248627,0.02290094,0.02280208,0.02309508,0.02197427,0.02295616,0.02164921
0.37981703,0.02343267,0.02285715,0.02217566,0.02221505,0.02223785,0.02168569,0.02254093,0.02136465,0.02175691,0.02223291,0.0208289,0.02243353,0.02208797,0.02233855,0.02195651,0.0214396,0.02258884,0.02300571,0.02253708,0.02149868,0.02269564,0.02166868,0.02293786,0.02147168,0.02233271,0.02149171,0.02249061,0.02097312,0.02289869,0.02246067,0.02249159,0.02094792,0.02245218,0.02246154,0.02134173,0.0227184,0.02220109,0.02164694,0.02453911,0.02246836,0.02148803,0.02113763,0.02190239,0.02187633,0.02154837,0.02191248,0.02535408
0.38711201,0.02238157,0.02234677,0.02187423,0.02211164,0.02304195,0.02157519,0.02256955,0.02194889,0.02183678,0.02050758,0.02163104,0.02172412,0.02311361,0.02373776,0.02139349,0.02097896,0.02285349,0.022555,0.02314687,0.02152891,0.02152095,0.0221227,0.02179057,0.02242277,0.0227032,0.02257217,0.02370487,0.02187471,0.02387546,0.02274003,0.02247824,0.0228322,0.02296908,0.02303409,0.02104526,0.02359692,0.02342911,0.0228114,0.02334532,0.02236747,0.02149781,0.02291237,0.02130793,0.02214149,0.02041588,0.0216825,0.02220386
